KundeNr,Geschlecht,Alter,Einkommen,Niederlassung,Zeit
K1566,Männlich,46.0,57509.97,Hamburg,43.0
K1567,Männlich,50.0,64800.0,Thüringen,35.0
K1568,Weiblich,48.0,57581.12,Baden-Württemberg,57.0
K1569,Männlich,36.0,50243.04,Nordrhein-Westfalen,48.0
K1570,Weiblich,67.0,85750.08,Nordrhein-Westfalen,41.0
K1571,Weiblich,37.0,44541.7,Niedersachsen,34.0
K1572,Männlich,42.0,46178.96,Hessen,28.0
K1573,Weiblich,66.0,88621.24,Hessen,44.0
K1574,Männlich,31.0,41923.37,Nordrhein-Westfalen,33.0
K1575,Weiblich,70.0,71511.58,Nordrhein-Westfalen,47.0
K1576,Männlich,40.0,50404.68,Baden-Württemberg,39.0
K1577,Männlich,53.0,53443.31,Nordrhein-Westfalen,39.0
K1578,Männlich,35.0,33793.85,Berlin,41.0
K1579,Männlich,55.0,60312.34,Bayern,26.0
K1580,Weiblich,36.0,44077.96,Nordrhein-Westfalen,25.0
K1581,Männlich,68.0,84969.4,Berlin,24.0
K1582,Weiblich,48.0,54207.39,Nordrhein-Westfalen,45.0
K1583,Männlich,35.0,39196.71,Bayern,26.0
K1584,Weiblich,58.0,65207.45,Baden-Württemberg,27.0
K1585,Männlich,68.0,91036.08,Brandenburg,40.0
K1586,Männlich,31.0,12031.99,Baden-Württemberg,32.0
K1587,Männlich,48.0,55111.17,Nordrhein-Westfalen,31.0
K1588,Weiblich,33.0,54044.93,Bayern,30.0
K1589,Männlich,35.0,47150.77,Berlin,12.0
K1590,Männlich,66.0,90643.13,Baden-Württemberg,25.0
K1591,Männlich,57.0,50221.96,Bayern,47.0
K1592,Weiblich,59.0,59731.07,Nordrhein-Westfalen,30.0
K1593,Männlich,36.0,48307.1,Baden-Württemberg,16.0
K1594,Weiblich,38.0,60020.88,Niedersachsen,25.0
K1595,Männlich,54.0,54716.55,Sachsen,39.0
K1596,Weiblich,62.0,70988.45,Niedersachsen,38.0
K1597,Weiblich,30.0,40182.21,Nordrhein-Westfalen,32.0
K1598,Männlich,35.0,29395.64,Baden-Württemberg,28.0
K1599,Männlich,47.0,61411.11,Bayern,21.0
K1600,Männlich,39.0,23109.88,Sachsen,39.0
K1601,Männlich,57.0,72995.73,Niedersachsen,43.0
K1602,Männlich,40.0,39443.82,Niedersachsen,48.0
K1603,Weiblich,62.0,70449.09,Niedersachsen,24.0
K1604,Männlich,30.0,42439.49,Berlin,49.0
K1605,Weiblich,42.0,54815.06,Baden-Württemberg,34.0
K1606,Männlich,66.0,79151.83,Nordrhein-Westfalen,35.0
K1607,Weiblich,49.0,67813.53,Niedersachsen,44.0
K1608,Männlich,30.0,21238.03,Berlin,30.0
K1609,Männlich,32.0,40776.02,Berlin,13.0
K1610,Männlich,47.0,49585.99,Bayern,42.0
K1611,Männlich,70.0,92238.95,Bayern,38.0
K1612,Männlich,43.0,58161.76,Nordrhein-Westfalen,31.0
K1613,Weiblich,60.0,78633.97,Nordrhein-Westfalen,41.0
K1614,Weiblich,56.0,82205.14,Hamburg,43.0
K1615,Männlich,46.0,65676.47,Baden-Württemberg,20.0
K1616,Männlich,58.0,68324.7,Bayern,35.0
K1617,Männlich,65.0,78027.33,Niedersachsen,12.0
K1618,Männlich,66.0,84640.63,Berlin,34.0
K1619,Männlich,55.0,67416.14,Nordrhein-Westfalen,31.0
K1620,Weiblich,46.0,61880.0,Sachsen,40.0
K1621,Weiblich,51.0,41344.51,Nordrhein-Westfalen,24.0
K1622,Weiblich,54.0,81957.21,Berlin,31.0
K1623,Männlich,31.0,38298.53,Nordrhein-Westfalen,35.330699774266364
K1624,Weiblich,51.0,46823.72,Bayern,41.0
K1625,Weiblich,34.0,33066.52,Baden-Württemberg,34.0
K1626,Männlich,33.0,20924.69,Baden-Württemberg,36.0
K1627,Männlich,65.0,68211.38,Berlin,20.0
K1628,Weiblich,35.0,41206.23,Sachsen,39.0
K1629,Männlich,50.0,73917.25,Bayern,52.0
K1630,Männlich,42.0,54485.35,Bayern,33.0
K1631,Männlich,66.0,81322.78,Thüringen,42.0
K1632,Weiblich,54.0,54771.82,Baden-Württemberg,26.0
K1633,Männlich,55.0,58756.75,Nordrhein-Westfalen,34.0
K1634,Weiblich,68.0,74860.99,Bayern,20.0
K1635,Weiblich,49.0,52713.56,Baden-Württemberg,43.0
K1636,Weiblich,62.0,71314.98,Sachsen,37.0
K1637,Männlich,43.0,49480.58,Baden-Württemberg,23.0
K1638,Weiblich,65.0,74982.31,Hessen,27.0
K1639,Männlich,46.0,49472.26,Bayern,36.0
K1640,Männlich,50.0,61480.98,Baden-Württemberg,44.0
K1641,Männlich,45.0,51504.43,Baden-Württemberg,50.0
K1642,Männlich,45.0,39956.12,Baden-Württemberg,34.0
K1643,Weiblich,49.0,59388.52,Baden-Württemberg,21.0
K1644,Männlich,58.0,68691.18,Nordrhein-Westfalen,37.0
K1645,Männlich,57.0,54319.92,Brandenburg,53.0
K1646,Männlich,37.0,39528.49,Bayern,19.0
K1647,Weiblich,53.0,69200.65,Berlin,25.0
K1648,Weiblich,32.0,28689.47,Sachsen,41.0
K1649,Weiblich,54.0,53806.65,Sachsen,37.0
K1650,Männlich,48.0,54965.09,Niedersachsen,30.0
K1651,Männlich,62.0,80098.84,Sachsen,37.0
K1652,Weiblich,31.0,54066.71,Bayern,45.0
K1653,Männlich,44.0,59093.2,Berlin,34.0
K1654,Männlich,51.0,71227.26,Hessen,33.0
K1655,Weiblich,39.0,50353.63,Hessen,41.0
K1656,Männlich,47.0,50532.95,Brandenburg,32.0
K1657,Weiblich,51.0,67323.15,Berlin,46.0
K1658,Männlich,56.0,66602.0,Thüringen,55.0
K1659,Männlich,42.0,54182.12,Nordrhein-Westfalen,26.0
K1660,Männlich,62.0,65956.22,Berlin,22.0
K1661,Männlich,34.0,45507.99,Nordrhein-Westfalen,39.0
K1662,Weiblich,55.0,65102.4,Bayern,22.0
K1663,Weiblich,42.0,52868.09,Baden-Württemberg,22.0
K1664,Männlich,56.0,66606.82,Bayern,15.0
K1665,Männlich,43.0,49469.83,Berlin,31.0
K1666,Weiblich,53.0,68187.64,Baden-Württemberg,35.0
K1667,Weiblich,32.0,35272.93,Nordrhein-Westfalen,30.0
K1668,Männlich,59.0,56608.27,Bayern,49.0
K1669,Männlich,64.0,59961.79,Hessen,48.0
K1670,Männlich,43.0,53630.87,Baden-Württemberg,54.0
K1671,Weiblich,41.0,45567.3,Baden-Württemberg,35.0
K1672,Weiblich,57.0,52972.58,Sachsen,47.0
K1673,Männlich,58.0,70704.0,Hessen,38.0
K1674,Weiblich,46.0,54677.39,Thüringen,37.0
K1675,Männlich,69.0,78275.29,Thüringen,30.0
K1676,Männlich,50.0,62488.35,Berlin,12.0
K1677,Männlich,52.0,74487.89,Bayern,41.0
K1678,Weiblich,49.0,70657.9,Nordrhein-Westfalen,47.0
K1679,Männlich,40.0,49709.41,Thüringen,20.0
K1680,Männlich,63.0,74905.16,Hessen,35.0
K1681,Männlich,39.0,48650.33,Nordrhein-Westfalen,45.0
K1682,Männlich,39.0,50013.89,Nordrhein-Westfalen,31.0
K1683,Männlich,35.0,40070.02,Bayern,47.0
K1684,Weiblich,65.0,79612.09,Hessen,34.0
K1685,Männlich,53.0,49633.95,Nordrhein-Westfalen,30.0
K1686,Weiblich,41.0,50331.8,Niedersachsen,48.0
K1687,Männlich,52.0,66931.63,Baden-Württemberg,26.0
K1688,Männlich,56.0,62958.24,Bayern,28.0
K1689,Männlich,66.0,78363.18,Baden-Württemberg,26.0
K1690,Männlich,35.0,32469.35,Bayern,24.0
K1691,Männlich,30.0,25293.09,Sachsen,37.0
K1692,Männlich,35.0,44388.75,Baden-Württemberg,30.0
K1693,Weiblich,51.0,54872.34,Bayern,40.0
K1694,Weiblich,70.0,67947.51,Bayern,18.0
K1695,Männlich,53.0,53797.07,Hessen,24.0
K1696,Männlich,54.0,56292.71,Hamburg,36.0
K1697,Männlich,44.0,60135.62,Bayern,50.0
K1698,Männlich,55.0,67803.2,Baden-Württemberg,39.0
K1699,Männlich,37.0,37001.86,Bayern,29.0
K1700,Weiblich,53.0,58520.52,Brandenburg,20.0
K1701,Männlich,67.0,92235.91,Bayern,29.0
K1702,Männlich,35.0,50926.49,Sachsen,35.0
K1703,Männlich,64.0,66775.56,Berlin,11.0
K1704,Männlich,30.0,47051.43,Baden-Württemberg,23.0
K1705,Weiblich,65.0,77311.97,Nordrhein-Westfalen,28.0
K1706,Männlich,41.0,56806.22,Bayern,32.0
K1707,Männlich,67.0,78936.72,Niedersachsen,34.0
K1708,Weiblich,40.0,59102.58,Bayern,29.0
K1709,Männlich,41.0,39145.7,Hessen,40.0
K1710,Weiblich,68.0,79291.16,Nordrhein-Westfalen,36.0
K1711,Weiblich,36.0,54638.64,Sachsen,31.0
K1712,Männlich,40.0,26846.54,Bayern,41.0
K1713,Weiblich,65.0,77623.56,Bayern,41.0
K1714,Männlich,60.0,68566.29,Berlin,20.0
K1715,Männlich,62.0,80655.27,Sachsen,35.0
K1716,Männlich,42.0,60427.73,Sachsen,44.0
K1717,Männlich,47.0,63291.36,Baden-Württemberg,46.0
K1718,Weiblich,70.0,86136.19,Baden-Württemberg,39.0
K1719,Weiblich,53.0,64184.29,Brandenburg,33.0
K1720,Weiblich,38.0,42954.3,Baden-Württemberg,39.0
K1721,Weiblich,60.0,74006.41,Bayern,43.0
K1722,Männlich,70.0,97121.14,Baden-Württemberg,36.0
K1723,Männlich,39.0,39742.26,Niedersachsen,37.0
K1724,Männlich,31.0,34124.06,Sachsen,33.0
K1725,Männlich,67.0,79728.14,Thüringen,22.0
K1726,Männlich,44.0,62175.96,Berlin,33.0
K1727,Weiblich,32.0,40946.28,Hessen,28.0
K1728,Männlich,60.0,80978.82,Nordrhein-Westfalen,28.0
K1729,Männlich,35.0,51809.93,Baden-Württemberg,49.0
K1730,Männlich,32.0,44270.05,Niedersachsen,45.0
K1731,Weiblich,40.0,38822.67,Berlin,18.0
K1732,Weiblich,44.0,68126.65,Bayern,24.0
K1733,Weiblich,57.0,81289.88,Berlin,31.0
K1734,Männlich,39.0,47801.25,Baden-Württemberg,29.0
K1735,Weiblich,67.0,67953.51,Niedersachsen,38.0
K1736,Männlich,36.0,29607.14,Bayern,23.0
K1737,Weiblich,44.0,55445.95,Bayern,45.0
K1738,Männlich,47.0,50383.0,Baden-Württemberg,35.0
K1739,Männlich,47.0,41229.84,Nordrhein-Westfalen,32.0
K1740,Männlich,70.0,69727.41,Brandenburg,35.0
K1741,Weiblich,53.0,59582.22,Hessen,31.0
K1742,Männlich,31.0,39505.52,Hessen,15.0
K1743,Weiblich,69.0,95449.9,Berlin,35.0
K1744,Männlich,49.0,63443.37,Baden-Württemberg,32.0
K1745,Männlich,63.0,72230.76,Nordrhein-Westfalen,25.0
K1746,Männlich,55.0,69613.53,Baden-Württemberg,46.0
K1747,Männlich,36.0,46292.65,Baden-Württemberg,42.0
K1748,Männlich,67.0,87075.04,Niedersachsen,59.0
K1749,Männlich,59.0,70568.66,Bayern,43.0
K1750,Weiblich,34.0,50643.74,Bayern,29.0
K1751,Männlich,40.0,55845.12,Berlin,26.0
K1752,Weiblich,30.0,37308.87,Berlin,30.0
K1753,Weiblich,63.0,74594.05,Niedersachsen,28.0
K1754,Weiblich,30.0,44854.02,Hessen,36.0
K1755,Männlich,48.0,51462.33,Niedersachsen,20.0
K1756,Männlich,31.0,24167.81,Niedersachsen,41.0
K1757,Männlich,50.0,46631.76,Bayern,36.0
K1758,Weiblich,49.0,51900.08,Bayern,40.0
K1759,Weiblich,52.0,68579.74,Berlin,24.0
K1760,Männlich,50.0,56452.5,Bayern,37.0
K1761,Männlich,53.0,65662.15,Thüringen,48.0
K1762,Weiblich,33.0,35653.84,Nordrhein-Westfalen,26.0
K1763,Männlich,41.0,45205.48,Baden-Württemberg,26.0
K1764,Weiblich,51.0,52205.09,Baden-Württemberg,42.0
K1765,Männlich,49.0,58250.25,Baden-Württemberg,25.0
K1766,Weiblich,47.0,55129.66,Bayern,33.0
K1767,Männlich,30.0,40283.17,Baden-Württemberg,50.0
K1768,Männlich,59.0,73522.01,Hamburg,26.0
K1769,Weiblich,62.0,72706.65,Nordrhein-Westfalen,50.0
K1770,Weiblich,53.0,50242.76,Nordrhein-Westfalen,32.0
K1771,Männlich,43.0,61618.75,Bayern,24.0
K1772,Männlich,65.0,77272.17,Berlin,41.0
K1773,Weiblich,34.0,42021.35,Brandenburg,36.0
K1774,Weiblich,40.0,62840.37,Nordrhein-Westfalen,35.0
K1775,Weiblich,53.0,72005.36,Nordrhein-Westfalen,27.0
K1776,Weiblich,60.0,76138.01,Sachsen,36.0
K1777,Männlich,42.0,50762.75,Brandenburg,14.0
K1778,Männlich,45.0,54233.59,Niedersachsen,37.0
K1779,Weiblich,53.0,65983.03,Baden-Württemberg,48.0
K1780,Weiblich,42.0,54451.39,Hessen,17.0
K1781,Männlich,53.0,79245.22,Bayern,31.0
K1782,Männlich,55.0,88482.68,Berlin,26.0
K1783,Weiblich,31.0,40364.83,Niedersachsen,20.0
K1784,Männlich,45.0,34928.93,Bayern,14.0
K1785,Männlich,67.0,71829.76,Baden-Württemberg,23.0
K1786,Männlich,30.0,52892.24,Baden-Württemberg,33.0
K1787,Weiblich,40.0,54891.45,Baden-Württemberg,46.0
K1788,Weiblich,64.0,80694.14,Baden-Württemberg,20.0
K1789,Männlich,58.0,68239.82,Baden-Württemberg,38.0
K1790,Weiblich,66.0,68505.93,Bayern,37.0
K1791,Weiblich,46.0,70647.17,Bayern,52.0
K1792,Männlich,68.0,74173.37,Thüringen,41.0
K1793,Weiblich,57.0,75132.7,Bayern,41.0
K1794,Männlich,58.0,58019.17,Baden-Württemberg,42.0
K1795,Männlich,32.0,36992.28,Hamburg,26.0
K1796,Männlich,39.0,56179.02,Nordrhein-Westfalen,29.0
K1797,Männlich,43.0,49717.8,Niedersachsen,46.0
K1798,Männlich,41.0,46277.31,Bayern,14.0
K1799,Weiblich,59.0,71024.58,Hessen,28.0
K1800,Weiblich,61.0,61255.99,Niedersachsen,22.0
K1801,Weiblich,61.0,59560.06,Nordrhein-Westfalen,37.0
K1802,Männlich,61.0,79736.85,Niedersachsen,31.0
K1803,Männlich,55.0,62382.86,Nordrhein-Westfalen,41.0
K1804,Männlich,30.0,42931.67,Nordrhein-Westfalen,34.0
K1805,Männlich,31.0,47827.72,Hessen,20.0
K1806,Männlich,46.0,66328.14,Berlin,20.0
K1807,Weiblich,59.0,56316.93,Niedersachsen,35.0
K1808,Weiblich,68.0,75303.56,Nordrhein-Westfalen,27.0
K1809,Männlich,36.0,48519.27,Baden-Württemberg,30.0
K1810,Männlich,56.0,72358.43,Thüringen,44.0
K1811,Weiblich,38.0,66319.92,Baden-Württemberg,43.0
K1812,Männlich,51.0,53267.39,Berlin,53.0
K1813,Weiblich,63.0,86198.61,Nordrhein-Westfalen,32.0
K1814,Weiblich,30.0,39919.1,Bayern,29.0
K1815,Weiblich,38.0,31258.41,Berlin,39.0
K1816,Männlich,49.0,54140.6,Baden-Württemberg,29.0
K1817,Weiblich,48.0,60260.02,Berlin,30.0
K1818,Männlich,65.0,62675.6,Baden-Württemberg,33.0
K1819,Weiblich,69.0,64084.61,Bayern,52.0
K1820,Männlich,33.0,24242.6,Berlin,42.0
K1821,Männlich,38.0,48379.32,Thüringen,43.0
K1822,Männlich,70.0,79595.02,Thüringen,51.0
K1823,Männlich,51.0,55860.34,Baden-Württemberg,44.0
K1824,Weiblich,47.0,51429.79,Nordrhein-Westfalen,24.0
K1825,Weiblich,41.0,36761.48,Baden-Württemberg,44.0
K1826,Weiblich,68.0,77479.77,Baden-Württemberg,45.0
K1827,Männlich,38.0,29634.42,Baden-Württemberg,42.0
K1828,Weiblich,35.0,53193.86,Thüringen,33.0
K1829,Männlich,48.0,73148.25,Sachsen,40.0
K1830,Weiblich,36.0,22706.33,Baden-Württemberg,35.0
K1831,Weiblich,45.0,50109.83,Baden-Württemberg,25.0
K1832,Männlich,34.0,37661.69,Bayern,28.0
K1833,Weiblich,45.0,52765.76,Hamburg,42.0
K1834,Männlich,30.0,45591.21,Hessen,26.0
K1835,Männlich,66.0,75021.35,Bayern,27.0
K1836,Männlich,68.0,80798.29,Nordrhein-Westfalen,43.0
K1837,Männlich,48.0,84746.79,Bayern,36.0
K1838,Weiblich,66.0,78220.58,Sachsen,41.0
K1839,Männlich,46.0,71444.46,Niedersachsen,23.0
K1840,Männlich,55.0,70713.58,Berlin,40.0
K1841,Weiblich,51.0,56457.49,Nordrhein-Westfalen,28.0
K1842,Weiblich,37.0,38361.79,Nordrhein-Westfalen,25.0
K1843,Weiblich,62.0,74418.18,Bayern,30.0
K1844,Weiblich,31.0,27594.39,Bayern,49.0
K1845,Weiblich,59.0,63141.81,Sachsen,31.0
K1846,Männlich,49.0,55265.13,Baden-Württemberg,57.0
K1847,Männlich,47.0,59352.78,Baden-Württemberg,14.0
K1848,Männlich,39.0,63688.04,Berlin,20.0
K1849,Männlich,53.0,59447.26,Nordrhein-Westfalen,48.0
K1850,Weiblich,33.0,44278.57,Nordrhein-Westfalen,51.0
K1851,Männlich,66.0,64549.9,Sachsen,26.0
K1852,Weiblich,33.0,49675.88,Hamburg,36.0
K1853,Männlich,42.0,35264.29,Baden-Württemberg,42.0
K1854,Männlich,54.0,72200.31,Hessen,33.0
K1855,Männlich,42.0,50054.07,Nordrhein-Westfalen,36.0
K1856,Weiblich,47.0,55621.02,Baden-Württemberg,35.0
K1857,Weiblich,53.0,61112.06,Baden-Württemberg,20.0
K1858,Weiblich,31.0,26018.93,Baden-Württemberg,32.0
K1859,Männlich,62.0,63231.82,Hessen,35.0
K1860,Weiblich,48.0,65433.98,Sachsen,36.0
K1861,Männlich,38.0,46151.09,Niedersachsen,18.0
K1862,Männlich,57.0,65786.37,Thüringen,43.0
K1863,Weiblich,64.0,80850.54,Baden-Württemberg,36.0
K1864,Männlich,68.0,82507.0,Sachsen,24.0
K1865,Weiblich,39.0,40081.02,Nordrhein-Westfalen,53.0
K1866,Männlich,30.0,58746.83,Bayern,32.0
K1867,Weiblich,50.0,66940.79,Thüringen,32.0
K1868,Weiblich,38.0,47188.89,Bayern,41.0
K1869,Männlich,44.0,48523.86,Sachsen,54.0
K1870,Weiblich,64.0,85441.93,Sachsen,42.0
K1871,Männlich,34.0,34204.32,Nordrhein-Westfalen,43.0
K1872,Weiblich,70.0,76105.63,Hessen,25.0
K1873,Männlich,51.0,76712.26,Baden-Württemberg,36.0
K1874,Männlich,70.0,84240.32,Hamburg,30.0
K1875,Männlich,52.0,55752.8,Bayern,42.0
K1876,Männlich,36.0,43724.72,Nordrhein-Westfalen,43.0
K1877,Weiblich,52.0,70297.21,Nordrhein-Westfalen,51.0
K1878,Männlich,54.0,70603.64,Sachsen,13.0
K1879,Männlich,56.0,76155.67,Baden-Württemberg,29.0
K1880,Männlich,70.0,72700.32,Nordrhein-Westfalen,48.0
K1881,Männlich,35.0,51044.09,Sachsen,21.0
K1882,Weiblich,63.0,74054.71,Nordrhein-Westfalen,43.0
K1883,Weiblich,38.0,46846.65,Baden-Württemberg,46.0
K1884,Männlich,62.0,85386.12,Baden-Württemberg,35.0
K1885,Weiblich,35.0,48822.83,Baden-Württemberg,21.0
K1886,Weiblich,66.0,82388.16,Hessen,34.0
K1887,Männlich,60.0,54229.97,Hessen,50.0
K1888,Weiblich,63.0,75258.59,Thüringen,50.0
K1889,Männlich,70.0,76890.75,Berlin,37.0
K1890,Weiblich,58.0,76153.05,Bayern,25.0
K1891,Weiblich,43.0,60901.04,Hessen,52.0
K1892,Männlich,65.0,75316.25,Nordrhein-Westfalen,43.0
K1893,Weiblich,65.0,72026.05,Sachsen,26.0
K1894,Weiblich,44.0,67182.05,Nordrhein-Westfalen,38.0
K1895,Männlich,37.0,39421.71,Berlin,38.0
K1896,Weiblich,55.0,55421.1,Niedersachsen,29.0
K1897,Männlich,65.0,70533.06,Nordrhein-Westfalen,38.0
K1898,Weiblich,50.0,55260.85,Brandenburg,46.0
K1899,Weiblich,57.0,60794.36,Bayern,32.0
K1900,Männlich,33.0,47738.8,Baden-Württemberg,47.0
K1901,Männlich,45.0,34526.57,Baden-Württemberg,17.0
K1902,Weiblich,51.0,53493.22,Niedersachsen,57.0
K1903,Männlich,41.0,49170.38,Baden-Württemberg,36.0
K1904,Männlich,45.0,56233.72,Bayern,46.0
K1905,Männlich,69.0,98029.0,Bayern,37.0
K1906,Männlich,67.0,94337.55,Hessen,27.0
K1907,Männlich,66.0,64794.73,Berlin,35.0
K1908,Männlich,58.0,52544.55,Niedersachsen,16.0
K1909,Männlich,47.0,56933.67,Baden-Württemberg,42.0
K1910,Weiblich,39.0,41160.41,Baden-Württemberg,37.0
K1911,Männlich,68.0,70848.87,Brandenburg,33.0
K1912,Männlich,47.0,56853.9,Bayern,43.0
K1913,Männlich,30.0,38642.92,Bayern,35.0
K1914,Weiblich,68.0,74031.33,Baden-Württemberg,41.0
K1915,Männlich,50.0,54638.11,Sachsen,45.0
K1916,Männlich,30.0,29694.37,Niedersachsen,30.0
K1917,Männlich,44.0,49444.37,Baden-Württemberg,27.0
K1918,Weiblich,33.0,44999.02,Baden-Württemberg,18.0
K1919,Weiblich,49.0,49362.36,Thüringen,36.0
K1920,Weiblich,39.0,41453.37,Niedersachsen,40.0
K1921,Weiblich,52.0,59034.5,Berlin,22.0
K1922,Weiblich,70.0,83902.95,Niedersachsen,49.0
K1923,Männlich,63.0,78156.47,Nordrhein-Westfalen,27.0
K1924,Weiblich,62.0,92892.64,Nordrhein-Westfalen,14.0
K1925,Männlich,63.0,80825.88,Berlin,50.0
K1926,Weiblich,68.0,86965.52,Berlin,15.0
K1927,Weiblich,39.0,44825.25,Baden-Württemberg,45.0
K1928,Männlich,49.0,50246.09,Sachsen,42.0
K1929,Männlich,30.0,31802.09,Hessen,38.0
K1930,Männlich,42.0,44380.59,Bayern,30.0
K1931,Weiblich,30.0,40098.98,Sachsen,40.0
K1932,Weiblich,34.0,26418.8,Sachsen,45.0
K1933,Weiblich,45.0,59679.66,Thüringen,25.0
K1934,Männlich,44.0,52096.75,Nordrhein-Westfalen,45.0
K1935,Weiblich,57.0,75169.08,Thüringen,44.0
K1936,Weiblich,60.0,65588.4,Bayern,38.0
K1937,Weiblich,52.0,54508.69,Nordrhein-Westfalen,30.0
K1938,Männlich,46.0,51857.86,Nordrhein-Westfalen,44.0
K1939,Männlich,63.0,71786.87,Bayern,40.0
K1940,Weiblich,42.0,58051.96,Baden-Württemberg,25.0
K1941,Weiblich,43.0,59150.94,Thüringen,31.0
K1942,Weiblich,40.0,65585.39,Bayern,43.0
K1943,Männlich,57.0,64092.32,Nordrhein-Westfalen,36.0
K1944,Männlich,61.0,43123.9,Baden-Württemberg,46.0
K1945,Weiblich,64.0,73163.22,Baden-Württemberg,32.0
K1946,Männlich,60.0,74192.86,Berlin,25.0
K1947,Weiblich,46.0,61964.35,Bayern,57.0
K1948,Männlich,38.0,48780.18,Niedersachsen,18.0
K1949,Männlich,39.0,42755.06,Hessen,30.0
K1950,Weiblich,37.0,60309.96,Baden-Württemberg,38.0
K1951,Weiblich,50.0,50945.52,Baden-Württemberg,45.0
K1952,Männlich,42.0,48307.88,Berlin,41.0
K1953,Männlich,34.0,31569.14,Baden-Württemberg,58.0
K1954,Weiblich,35.0,42664.93,Nordrhein-Westfalen,34.0
K1955,Männlich,59.0,85252.0,Berlin,26.0
K1956,Weiblich,60.0,70843.41,Baden-Württemberg,33.0
K1957,Männlich,46.0,54308.49,Brandenburg,32.0
K1958,Weiblich,40.0,33126.11,Baden-Württemberg,34.0
K1959,Weiblich,49.0,56491.65,Baden-Württemberg,25.0
K1960,Weiblich,38.0,56413.98,Bayern,43.0
K1961,Männlich,31.0,35492.79,Nordrhein-Westfalen,39.0
K1962,Weiblich,66.0,76359.21,Sachsen,22.0
K1963,Männlich,30.0,46530.32,Nordrhein-Westfalen,45.0
K1964,Männlich,33.0,37291.98,Bayern,27.0
K1965,Weiblich,65.0,89685.33,Bayern,23.0
K1966,Weiblich,54.0,53423.91,Hamburg,36.0
K1967,Weiblich,32.0,45043.61,Nordrhein-Westfalen,17.0
K1968,Männlich,38.0,60883.5,Thüringen,41.0
K1969,Männlich,51.0,70533.44,Baden-Württemberg,35.330699774266364
K1970,Männlich,52.0,45802.03,Baden-Württemberg,25.0
K1971,Weiblich,41.0,43844.86,Niedersachsen,51.0
K1972,Weiblich,39.0,45047.55,Nordrhein-Westfalen,28.0
K1973,Männlich,63.0,84772.48,Düsseldorf,30.0
K1974,Weiblich,39.0,35225.3,Niedersachsen,48.0
K1975,Männlich,59.0,61744.01,Thüringen,27.0
K1976,Männlich,51.0,46979.79,Hamburg,43.0
K1977,Männlich,35.0,35044.7,Sachsen,47.0
K1978,Männlich,31.0,26466.44,Thüringen,40.0
K1979,Männlich,59.0,85332.23,Nordrhein-Westfalen,21.0
K1980,Weiblich,31.0,31912.96,Bayern,29.0
K1981,Männlich,61.0,79526.72,Baden-Württemberg,62.0
K1982,Weiblich,45.0,54500.54,Hamburg,30.0
K1983,Männlich,41.0,49634.23,Berlin,65.0
K1984,Weiblich,30.0,31232.14,Nordrhein-Westfalen,52.0
K1985,Weiblich,37.0,51799.46,Baden-Württemberg,40.0
K1986,Weiblich,42.0,52174.79,Bayern,38.0
K1987,Männlich,44.0,54025.6,Nordrhein-Westfalen,30.0
K1988,Weiblich,37.0,39509.39,Baden-Württemberg,34.0
K1989,Weiblich,39.0,43354.5,Bayern,28.0
K1990,Männlich,34.0,46611.9,Berlin,34.0
K1991,Männlich,48.0,59967.31,Hessen,21.0
K1992,Männlich,67.0,81521.76,Baden-Württemberg,21.0
K1993,Weiblich,40.0,41616.57,Nordrhein-Westfalen,48.0
K1994,Männlich,49.0,76602.79,Berlin,19.0
K1995,Männlich,49.0,54754.53,Berlin,44.0
